id,highavse,lowavse,truedcr,predicted_lq
3033923,1.0,1.0,1.0,1.0
3033926,1.0,1.0,1.0,1.0
3033927,1.0,1.0,1.0,1.0
3033928,1.0,1.0,1.0,1.0
3033931,1.0,1.0,1.0,1.0
3033932,1.0,1.0,1.0,1.0
3033933,1.0,1.0,1.0,1.0
3033934,1.0,1.0,1.0,1.0
3033935,1.0,1.0,1.0,1.0
3033936,1.0,1.0,1.0,1.0
3033937,1.0,1.0,1.0,1.0
3033938,1.0,1.0,1.0,1.0
3033939,1.0,1.0,1.0,1.0
3033942,1.0,1.0,1.0,1.0
3033944,1.0,1.0,1.0,1.0
3033945,1.0,1.0,1.0,1.0
3033946,1.0,1.0,1.0,1.0
3033948,1.0,1.0,1.0,1.0
3033949,1.0,1.0,1.0,1.0
3033951,1.0,1.0,1.0,1.0
3033952,1.0,1.0,1.0,1.0
3033953,1.0,1.0,1.0,1.0
3033957,1.0,1.0,1.0,1.0
3033958,1.0,1.0,1.0,1.0
3033959,1.0,1.0,1.0,1.0
3033960,1.0,1.0,1.0,1.0
3033961,1.0,1.0,1.0,1.0
3033962,1.0,1.0,1.0,1.0
3033963,1.0,1.0,1.0,1.0
3033965,1.0,1.0,1.0,1.0
3033967,1.0,1.0,1.0,1.0
3033970,1.0,1.0,1.0,1.0
3033971,1.0,1.0,1.0,1.0
3033974,1.0,1.0,1.0,1.0
3033975,1.0,1.0,1.0,1.0
3033976,1.0,1.0,1.0,1.0
3033978,1.0,1.0,1.0,1.0
3033979,1.0,1.0,1.0,1.0
3033980,1.0,1.0,1.0,1.0
3033982,1.0,1.0,1.0,1.0
3033983,1.0,1.0,1.0,1.0
3033985,1.0,1.0,1.0,1.0
3033986,1.0,1.0,1.0,1.0
3033987,1.0,1.0,1.0,1.0
3033988,1.0,1.0,1.0,1.0
3033990,1.0,1.0,1.0,1.0
3033991,1.0,1.0,1.0,1.0
3033992,1.0,1.0,1.0,1.0
3033993,1.0,1.0,1.0,1.0
3033996,1.0,1.0,1.0,1.0
3033998,1.0,1.0,1.0,1.0
3033999,1.0,1.0,1.0,1.0
3034001,1.0,1.0,1.0,1.0
3034005,1.0,1.0,1.0,1.0
3034006,1.0,1.0,1.0,1.0
3034007,1.0,1.0,1.0,1.0
3034008,1.0,1.0,1.0,1.0
3034009,1.0,1.0,1.0,1.0
3034010,1.0,1.0,1.0,1.0
3034011,1.0,1.0,1.0,1.0
3034015,1.0,1.0,1.0,1.0
3034016,1.0,1.0,1.0,1.0
3034017,1.0,1.0,1.0,1.0
3034018,1.0,1.0,1.0,1.0
3034019,1.0,1.0,1.0,1.0
3034020,1.0,1.0,1.0,1.0
3034021,1.0,1.0,1.0,1.0
3034022,1.0,1.0,1.0,1.0
3034023,1.0,1.0,1.0,1.0
3034024,1.0,1.0,1.0,1.0
3034026,1.0,1.0,1.0,1.0
3034029,1.0,1.0,1.0,1.0
3034030,1.0,1.0,1.0,1.0
3034033,1.0,1.0,1.0,1.0
3034034,1.0,1.0,1.0,1.0
3034035,1.0,1.0,1.0,1.0
3034036,1.0,1.0,1.0,1.0
3034038,1.0,1.0,1.0,1.0
3034046,1.0,1.0,1.0,1.0
3034048,1.0,1.0,1.0,1.0
3034050,1.0,1.0,1.0,1.0
3034052,1.0,1.0,1.0,1.0
3034053,1.0,1.0,1.0,1.0
3034054,1.0,1.0,1.0,1.0
3034058,1.0,1.0,1.0,1.0
3034059,1.0,1.0,1.0,1.0
3034060,1.0,1.0,1.0,1.0
3034062,1.0,1.0,1.0,1.0
3034065,1.0,1.0,1.0,1.0
3034066,1.0,1.0,1.0,1.0
3034068,1.0,1.0,1.0,1.0
3034069,1.0,1.0,1.0,1.0
3034071,1.0,1.0,1.0,1.0
3034074,1.0,1.0,1.0,1.0
3034075,1.0,1.0,1.0,1.0
3034076,1.0,1.0,1.0,1.0
3034077,1.0,1.0,1.0,1.0
3034079,1.0,1.0,1.0,1.0
3034080,1.0,1.0,1.0,1.0
3034082,1.0,1.0,1.0,1.0
3034084,1.0,1.0,1.0,1.0
3034087,1.0,1.0,1.0,1.0
3034089,1.0,1.0,1.0,1.0
3034090,1.0,1.0,1.0,1.0
3034091,1.0,1.0,1.0,1.0
3034092,1.0,1.0,1.0,1.0
3034093,1.0,1.0,1.0,1.0
3034094,1.0,1.0,1.0,1.0
3034095,1.0,1.0,1.0,1.0
3034097,1.0,1.0,1.0,1.0
3034100,1.0,1.0,1.0,1.0
3034102,1.0,1.0,1.0,1.0
3034103,1.0,1.0,1.0,1.0
3034105,1.0,1.0,1.0,1.0
3034106,1.0,1.0,1.0,1.0
3034108,1.0,1.0,1.0,1.0
3034110,1.0,1.0,1.0,1.0
3034111,1.0,1.0,1.0,1.0
3034113,1.0,1.0,1.0,1.0
3034115,1.0,1.0,1.0,1.0
3034116,1.0,1.0,1.0,1.0
3034119,1.0,1.0,1.0,1.0
3034120,1.0,1.0,1.0,1.0
3034122,1.0,1.0,1.0,1.0
3034125,1.0,1.0,1.0,1.0
3034127,1.0,1.0,1.0,1.0
3034128,1.0,1.0,1.0,1.0
3034129,1.0,1.0,1.0,1.0
3034132,1.0,1.0,1.0,1.0
3034133,1.0,1.0,1.0,1.0
3034134,1.0,1.0,1.0,1.0
3034135,1.0,1.0,1.0,1.0
3034137,1.0,1.0,1.0,1.0
3034140,1.0,1.0,1.0,1.0
3034143,1.0,1.0,1.0,1.0
3034144,1.0,1.0,1.0,1.0
3034145,1.0,1.0,1.0,1.0
3034146,1.0,1.0,1.0,1.0
3034147,1.0,1.0,1.0,1.0
3034148,1.0,1.0,1.0,1.0
3034150,1.0,1.0,1.0,1.0
3034152,1.0,1.0,1.0,1.0
3034153,1.0,1.0,1.0,1.0
3034154,1.0,1.0,1.0,1.0
3034157,1.0,1.0,1.0,1.0
3034160,1.0,1.0,1.0,1.0
3034162,1.0,1.0,1.0,1.0
3034164,1.0,1.0,1.0,1.0
3034166,1.0,1.0,1.0,1.0
3034168,1.0,1.0,1.0,1.0
3034169,1.0,1.0,1.0,1.0
3034171,1.0,1.0,1.0,1.0
3034174,1.0,1.0,1.0,1.0
3034176,1.0,1.0,1.0,1.0
3034177,1.0,1.0,1.0,1.0
3034180,1.0,1.0,1.0,1.0
3034182,1.0,1.0,1.0,1.0
3034185,1.0,1.0,1.0,1.0
3034187,1.0,1.0,1.0,1.0
3034190,1.0,1.0,1.0,1.0
3034191,1.0,1.0,1.0,1.0
3034192,1.0,1.0,1.0,1.0
3034193,1.0,1.0,1.0,1.0
3034194,1.0,1.0,1.0,1.0
3034196,1.0,1.0,1.0,1.0
3034197,1.0,1.0,1.0,1.0
3034198,1.0,1.0,1.0,1.0
3034200,1.0,1.0,1.0,1.0
3034201,1.0,1.0,1.0,1.0
3034202,1.0,1.0,1.0,1.0
3034203,1.0,1.0,1.0,1.0
3034204,1.0,1.0,1.0,1.0
3034206,1.0,1.0,1.0,1.0
3034207,1.0,1.0,1.0,1.0
3034210,1.0,1.0,1.0,1.0
3034211,1.0,1.0,1.0,1.0
3034212,1.0,1.0,1.0,1.0
3034213,1.0,1.0,1.0,1.0
3034215,1.0,1.0,1.0,1.0
3034216,1.0,1.0,1.0,1.0
3034217,1.0,1.0,1.0,1.0
3034218,1.0,1.0,1.0,1.0
3034221,1.0,1.0,1.0,1.0
3034222,1.0,1.0,1.0,1.0
3034224,1.0,1.0,1.0,1.0
3034225,1.0,1.0,1.0,1.0
3034227,1.0,1.0,1.0,1.0
3034228,1.0,1.0,1.0,1.0
3034229,1.0,1.0,1.0,1.0
3034231,1.0,1.0,1.0,1.0
3034232,1.0,1.0,1.0,1.0
3034233,1.0,1.0,1.0,1.0
3034234,1.0,1.0,1.0,1.0
3034235,1.0,1.0,1.0,1.0
3034236,1.0,1.0,1.0,1.0
3034238,1.0,1.0,1.0,1.0
3034241,1.0,1.0,1.0,1.0
3034243,1.0,1.0,1.0,1.0
3034244,1.0,1.0,1.0,1.0
3034246,1.0,1.0,1.0,1.0
3034247,1.0,1.0,1.0,1.0
3034248,1.0,1.0,1.0,1.0
3034249,1.0,1.0,1.0,1.0
3034250,1.0,1.0,1.0,1.0
3034251,1.0,1.0,1.0,1.0
3034255,1.0,1.0,1.0,1.0
3034259,1.0,1.0,1.0,1.0
3034262,1.0,1.0,1.0,1.0
3034263,1.0,1.0,1.0,1.0
3034264,1.0,1.0,1.0,1.0
3034265,1.0,1.0,1.0,1.0
3034267,1.0,1.0,1.0,1.0
3034270,1.0,1.0,1.0,1.0
3034273,1.0,1.0,1.0,1.0
3034274,1.0,1.0,1.0,1.0
3034276,1.0,1.0,1.0,1.0
3034283,1.0,1.0,1.0,1.0
3034284,1.0,1.0,1.0,1.0
3034287,1.0,1.0,1.0,1.0
3034288,1.0,1.0,1.0,1.0
3034290,1.0,1.0,1.0,1.0
3034291,1.0,1.0,1.0,1.0
3034292,1.0,1.0,1.0,1.0
3034298,1.0,1.0,1.0,1.0
3034299,1.0,1.0,1.0,1.0
3034301,1.0,1.0,1.0,1.0
3034302,1.0,1.0,1.0,1.0
3034303,1.0,1.0,1.0,1.0
3034306,1.0,1.0,1.0,1.0
3034307,1.0,1.0,1.0,1.0
3034309,1.0,1.0,1.0,1.0
3034311,1.0,1.0,1.0,1.0
3034313,1.0,1.0,1.0,1.0
3034314,1.0,1.0,1.0,1.0
3034315,1.0,1.0,1.0,1.0
3034317,1.0,1.0,1.0,1.0
3034320,1.0,1.0,1.0,1.0
3034322,1.0,1.0,1.0,1.0
3034323,1.0,1.0,1.0,1.0
3034324,1.0,1.0,1.0,1.0
3034327,1.0,1.0,1.0,1.0
3034328,1.0,1.0,1.0,1.0
3034329,1.0,1.0,1.0,1.0
3034330,1.0,1.0,1.0,1.0
3034331,1.0,1.0,1.0,1.0
3034332,1.0,1.0,1.0,1.0
3034333,1.0,1.0,1.0,1.0
3034334,1.0,1.0,1.0,1.0
3034335,1.0,1.0,1.0,1.0
3034338,1.0,1.0,1.0,1.0
3034340,1.0,1.0,1.0,1.0
3034343,1.0,1.0,1.0,1.0
3034344,1.0,1.0,1.0,1.0
3034345,1.0,1.0,1.0,1.0
3034346,1.0,1.0,1.0,1.0
3034347,1.0,1.0,1.0,1.0
3034349,1.0,1.0,1.0,1.0
3034351,1.0,1.0,1.0,1.0
3034352,1.0,1.0,1.0,1.0
3034353,1.0,1.0,1.0,1.0
3034356,1.0,1.0,1.0,1.0
3034357,1.0,1.0,1.0,1.0
3034361,1.0,1.0,1.0,1.0
3034364,1.0,1.0,1.0,1.0
3034365,1.0,1.0,1.0,1.0
3034368,1.0,1.0,1.0,1.0
3034370,1.0,1.0,1.0,1.0
3034371,1.0,1.0,1.0,1.0
3034373,1.0,1.0,1.0,1.0
3034375,1.0,1.0,1.0,1.0
3034378,1.0,1.0,1.0,1.0
3034379,1.0,1.0,1.0,1.0
3034381,1.0,1.0,1.0,1.0
3034386,1.0,1.0,1.0,1.0
3034389,1.0,1.0,1.0,1.0
3034391,1.0,1.0,1.0,1.0
3034392,1.0,1.0,1.0,1.0
3034393,1.0,1.0,1.0,1.0
3034394,1.0,1.0,1.0,1.0
3034395,1.0,1.0,1.0,1.0
3034396,1.0,1.0,1.0,1.0
3034397,1.0,1.0,1.0,1.0
3034398,1.0,1.0,1.0,1.0
3034399,1.0,1.0,1.0,1.0
3034400,1.0,1.0,1.0,1.0
3034403,1.0,1.0,1.0,1.0
3034404,1.0,1.0,1.0,1.0
3034405,1.0,1.0,1.0,1.0
3034406,1.0,1.0,1.0,1.0
3034407,1.0,1.0,1.0,1.0
3034409,1.0,1.0,1.0,1.0
3034410,1.0,1.0,1.0,1.0
3034412,1.0,1.0,1.0,1.0
3034413,1.0,1.0,1.0,1.0
3034417,1.0,1.0,1.0,1.0
3034418,1.0,1.0,1.0,1.0
3034421,1.0,1.0,1.0,1.0
3034422,1.0,1.0,1.0,1.0
3034424,1.0,1.0,1.0,1.0
3034426,1.0,1.0,1.0,1.0
3034427,1.0,1.0,1.0,1.0
3034429,1.0,1.0,1.0,1.0
3034431,1.0,1.0,1.0,1.0
3034432,1.0,1.0,1.0,1.0
3034433,1.0,1.0,1.0,1.0
3034434,1.0,1.0,1.0,1.0
3034435,1.0,1.0,1.0,1.0
3034437,1.0,1.0,1.0,1.0
3034438,1.0,1.0,1.0,1.0
3034439,1.0,1.0,1.0,1.0
3034440,1.0,1.0,1.0,1.0
3034441,1.0,1.0,1.0,1.0
3034443,1.0,1.0,1.0,1.0
3034444,1.0,1.0,1.0,1.0
3034445,1.0,1.0,1.0,1.0
3034447,1.0,1.0,1.0,1.0
3034448,1.0,1.0,1.0,1.0
3034450,1.0,1.0,1.0,1.0
3034452,1.0,1.0,1.0,1.0
3034456,1.0,1.0,1.0,1.0
3034458,1.0,1.0,1.0,1.0
3034459,1.0,1.0,1.0,1.0
3034460,1.0,1.0,1.0,1.0
3034461,1.0,1.0,1.0,1.0
3034463,1.0,1.0,1.0,1.0
3034464,1.0,1.0,1.0,1.0
3034466,1.0,1.0,1.0,1.0
3034470,1.0,1.0,1.0,1.0
3034471,1.0,1.0,1.0,1.0
3034473,1.0,1.0,1.0,1.0
3034474,1.0,1.0,1.0,1.0
3034480,1.0,1.0,1.0,1.0
3034481,1.0,1.0,1.0,1.0
3034482,1.0,1.0,1.0,1.0
3034483,1.0,1.0,1.0,1.0
3034484,1.0,1.0,1.0,1.0
3034485,1.0,1.0,1.0,1.0
3034486,1.0,1.0,1.0,1.0
3034487,1.0,1.0,1.0,1.0
3034489,1.0,1.0,1.0,1.0
3034490,1.0,1.0,1.0,1.0
3034491,1.0,1.0,1.0,1.0
3034492,1.0,1.0,1.0,1.0
3034493,1.0,1.0,1.0,1.0
3034494,1.0,1.0,1.0,1.0
3034495,1.0,1.0,1.0,1.0
3034496,1.0,1.0,1.0,1.0
3034497,1.0,1.0,1.0,1.0
3034500,1.0,1.0,1.0,1.0
3034501,1.0,1.0,1.0,1.0
3034503,1.0,1.0,1.0,1.0
3034506,1.0,1.0,1.0,1.0
3034508,1.0,1.0,1.0,1.0
3034509,1.0,1.0,1.0,1.0
3034514,1.0,1.0,1.0,1.0
3034516,1.0,1.0,1.0,1.0
3034521,1.0,1.0,1.0,1.0
3034522,1.0,1.0,1.0,1.0
3034523,1.0,1.0,1.0,1.0
3034524,1.0,1.0,1.0,1.0
3034525,1.0,1.0,1.0,1.0
3034526,1.0,1.0,1.0,1.0
3034529,1.0,1.0,1.0,1.0
3034530,1.0,1.0,1.0,1.0
3034533,1.0,1.0,1.0,1.0
3034534,1.0,1.0,1.0,1.0
3034535,1.0,1.0,1.0,1.0
3034536,1.0,1.0,1.0,1.0
3034538,1.0,1.0,1.0,1.0
3034542,1.0,1.0,1.0,1.0
3034543,1.0,1.0,1.0,1.0
3034544,1.0,1.0,1.0,1.0
3034545,1.0,1.0,1.0,1.0
3034546,1.0,1.0,1.0,1.0
3034547,1.0,1.0,1.0,1.0
3034551,1.0,1.0,1.0,1.0
3034552,1.0,1.0,1.0,1.0
3034553,1.0,1.0,1.0,1.0
3034554,1.0,1.0,1.0,1.0
3034555,1.0,1.0,1.0,1.0
3034556,1.0,1.0,1.0,1.0
3034558,1.0,1.0,1.0,1.0
3034560,1.0,1.0,1.0,1.0
3034561,1.0,1.0,1.0,1.0
3034563,1.0,1.0,1.0,1.0
3034565,1.0,1.0,1.0,1.0
3034566,1.0,1.0,1.0,1.0
3034568,1.0,1.0,1.0,1.0
3034569,1.0,1.0,1.0,1.0
3034570,1.0,1.0,1.0,1.0
3034571,1.0,1.0,1.0,1.0
3034574,1.0,1.0,1.0,1.0
3034575,1.0,1.0,1.0,1.0
3034578,1.0,1.0,1.0,1.0
3034579,1.0,1.0,1.0,1.0
3034580,1.0,1.0,1.0,1.0
3034581,1.0,1.0,1.0,1.0
3034582,1.0,1.0,1.0,1.0
3034583,1.0,1.0,1.0,1.0
3034584,1.0,1.0,1.0,1.0
3034585,1.0,1.0,1.0,1.0
3034586,1.0,1.0,1.0,1.0
3034587,1.0,1.0,1.0,1.0
3034590,1.0,1.0,1.0,1.0
3034592,1.0,1.0,1.0,1.0
3034593,1.0,1.0,1.0,1.0
3034594,1.0,1.0,1.0,1.0
3034595,1.0,1.0,1.0,1.0
3034597,1.0,1.0,1.0,1.0
3034598,1.0,1.0,1.0,1.0
3034600,1.0,1.0,1.0,1.0
3034601,1.0,1.0,1.0,1.0
3034602,1.0,1.0,1.0,1.0
3034604,1.0,1.0,1.0,1.0
3034606,1.0,1.0,1.0,1.0
3034613,1.0,1.0,1.0,1.0
3034614,1.0,1.0,1.0,1.0
3034615,1.0,1.0,1.0,1.0
3034617,1.0,1.0,1.0,1.0
3034618,1.0,1.0,1.0,1.0
3034619,1.0,1.0,1.0,1.0
3034620,1.0,1.0,1.0,1.0
3034622,1.0,1.0,1.0,1.0
3034624,1.0,1.0,1.0,1.0
3034625,1.0,1.0,1.0,1.0
3034626,1.0,1.0,1.0,1.0
3034628,1.0,1.0,1.0,1.0
3034631,1.0,1.0,1.0,1.0
3034632,1.0,1.0,1.0,1.0
3034633,1.0,1.0,1.0,1.0
3034634,1.0,1.0,1.0,1.0
3034635,1.0,1.0,1.0,1.0
3034636,1.0,1.0,1.0,1.0
3034637,1.0,1.0,1.0,1.0
3034639,1.0,1.0,1.0,1.0
3034640,1.0,1.0,1.0,1.0
3034641,1.0,1.0,1.0,1.0
3034643,1.0,1.0,1.0,1.0
3034644,1.0,1.0,1.0,1.0
3034645,1.0,1.0,1.0,1.0
3034646,1.0,1.0,1.0,1.0
3034648,1.0,1.0,1.0,1.0
3034649,1.0,1.0,1.0,1.0
3034653,1.0,1.0,1.0,1.0
3034654,1.0,1.0,1.0,1.0
3034655,1.0,1.0,1.0,1.0
3034656,1.0,1.0,1.0,1.0
3034661,1.0,1.0,1.0,1.0
3034662,1.0,1.0,1.0,1.0
3034665,1.0,1.0,1.0,1.0
3034668,1.0,1.0,1.0,1.0
3034670,1.0,1.0,1.0,1.0
3034671,1.0,1.0,1.0,1.0
3034672,1.0,1.0,1.0,1.0
3034673,1.0,1.0,1.0,1.0
3034676,1.0,1.0,1.0,1.0
3034679,1.0,1.0,1.0,1.0
3034680,1.0,1.0,1.0,1.0
3034681,1.0,1.0,1.0,1.0
3034682,1.0,1.0,1.0,1.0
3034683,1.0,1.0,1.0,1.0
3034685,1.0,1.0,1.0,1.0
3034686,1.0,1.0,1.0,1.0
3034688,1.0,1.0,1.0,1.0
3034690,1.0,1.0,1.0,1.0
3034691,1.0,1.0,1.0,1.0
3034692,1.0,1.0,1.0,1.0
3034693,1.0,1.0,1.0,1.0
3034696,1.0,1.0,1.0,1.0
3034701,1.0,1.0,1.0,1.0
3034703,1.0,1.0,1.0,1.0
3034704,1.0,1.0,1.0,1.0
3034705,1.0,1.0,1.0,1.0
3034708,1.0,1.0,1.0,1.0
3034710,1.0,1.0,1.0,1.0
3034711,1.0,1.0,1.0,1.0
3034715,1.0,1.0,1.0,1.0
3034716,1.0,1.0,1.0,1.0
3034717,1.0,1.0,1.0,1.0
3034719,1.0,1.0,1.0,1.0
3034720,1.0,1.0,1.0,1.0
3034722,1.0,1.0,1.0,1.0
3034723,1.0,1.0,1.0,1.0
3034725,1.0,1.0,1.0,1.0
3034727,1.0,1.0,1.0,1.0
3034729,1.0,1.0,1.0,1.0
3034732,1.0,1.0,1.0,1.0
3034735,1.0,1.0,1.0,1.0
3034736,1.0,1.0,1.0,1.0
3034737,1.0,1.0,1.0,1.0
3034738,1.0,1.0,1.0,1.0
3034740,1.0,1.0,1.0,1.0
3034741,1.0,1.0,1.0,1.0
3034742,1.0,1.0,1.0,1.0
3034743,1.0,1.0,1.0,1.0
3034744,1.0,1.0,1.0,1.0
3034745,1.0,1.0,1.0,1.0
3034746,1.0,1.0,1.0,1.0
3034748,1.0,1.0,1.0,1.0
3034750,1.0,1.0,1.0,1.0
3034752,1.0,1.0,1.0,1.0
3034754,1.0,1.0,1.0,1.0
3034755,1.0,1.0,1.0,1.0
3034757,1.0,1.0,1.0,1.0
3034762,1.0,1.0,1.0,1.0
3034763,1.0,1.0,1.0,1.0
3034764,1.0,1.0,1.0,1.0
3034767,1.0,1.0,1.0,1.0
3034768,1.0,1.0,1.0,1.0
3034769,1.0,1.0,1.0,1.0
3034771,1.0,1.0,1.0,1.0
3034772,1.0,1.0,1.0,1.0
3034773,1.0,1.0,1.0,1.0
3034775,1.0,1.0,1.0,1.0
3034776,1.0,1.0,1.0,1.0
3034777,1.0,1.0,1.0,1.0
3034778,1.0,1.0,1.0,1.0
3034779,1.0,1.0,1.0,1.0
3034780,1.0,1.0,1.0,1.0
3034781,1.0,1.0,1.0,1.0
3034783,1.0,1.0,1.0,1.0
3034784,1.0,1.0,1.0,1.0
3034785,1.0,1.0,1.0,1.0
3034788,1.0,1.0,1.0,1.0
3034789,1.0,1.0,1.0,1.0
3034793,1.0,1.0,1.0,1.0
3034794,1.0,1.0,1.0,1.0
3034795,1.0,1.0,1.0,1.0
3034796,1.0,1.0,1.0,1.0
3034797,1.0,1.0,1.0,1.0
3034798,1.0,1.0,1.0,1.0
3034800,1.0,1.0,1.0,1.0
3034801,1.0,1.0,1.0,1.0
3034802,1.0,1.0,1.0,1.0
3034804,1.0,1.0,1.0,1.0
3034805,1.0,1.0,1.0,1.0
3034806,1.0,1.0,1.0,1.0
3034807,1.0,1.0,1.0,1.0
3034811,1.0,1.0,1.0,1.0
3034812,1.0,1.0,1.0,1.0
3034814,1.0,1.0,1.0,1.0
3034815,1.0,1.0,1.0,1.0
3034816,1.0,1.0,1.0,1.0
3034820,1.0,1.0,1.0,1.0
3034823,1.0,1.0,1.0,1.0
3034825,1.0,1.0,1.0,1.0
3034826,1.0,1.0,1.0,1.0
3034827,1.0,1.0,1.0,1.0
3034828,1.0,1.0,1.0,1.0
3034829,1.0,1.0,1.0,1.0
3034831,1.0,1.0,1.0,1.0
3034832,1.0,1.0,1.0,1.0
3034833,1.0,1.0,1.0,1.0
3034834,1.0,1.0,1.0,1.0
3034836,1.0,1.0,1.0,1.0
3034837,1.0,1.0,1.0,1.0
3034839,1.0,1.0,1.0,1.0
3034840,1.0,1.0,1.0,1.0
3034841,1.0,1.0,1.0,1.0
3034842,1.0,1.0,1.0,1.0
3034845,1.0,1.0,1.0,1.0
3034848,1.0,1.0,1.0,1.0
3034849,1.0,1.0,1.0,1.0
3034850,1.0,1.0,1.0,1.0
3034851,1.0,1.0,1.0,1.0
3034853,1.0,1.0,1.0,1.0
3034854,1.0,1.0,1.0,1.0
3034855,1.0,1.0,1.0,1.0
3034856,1.0,1.0,1.0,1.0
3034859,1.0,1.0,1.0,1.0
3034860,1.0,1.0,1.0,1.0
3034861,1.0,1.0,1.0,1.0
3034863,1.0,1.0,1.0,1.0
3034864,1.0,1.0,1.0,1.0
3034865,1.0,1.0,1.0,1.0
3034866,1.0,1.0,1.0,1.0
3034868,1.0,1.0,1.0,1.0
3034869,1.0,1.0,1.0,1.0
3034870,1.0,1.0,1.0,1.0
3034871,1.0,1.0,1.0,1.0
3034873,1.0,1.0,1.0,1.0
3034874,1.0,1.0,1.0,1.0
3034875,1.0,1.0,1.0,1.0
3034879,1.0,1.0,1.0,1.0
3034880,1.0,1.0,1.0,1.0
3034881,1.0,1.0,1.0,1.0
3034884,1.0,1.0,1.0,1.0
3034885,1.0,1.0,1.0,1.0
3034887,1.0,1.0,1.0,1.0
3034889,1.0,1.0,1.0,1.0
3034892,1.0,1.0,1.0,1.0
3034894,1.0,1.0,1.0,1.0
3034895,1.0,1.0,1.0,1.0
3034896,1.0,1.0,1.0,1.0
3034902,1.0,1.0,1.0,1.0
3034903,1.0,1.0,1.0,1.0
3034904,1.0,1.0,1.0,1.0
3034905,1.0,1.0,1.0,1.0
3034906,1.0,1.0,1.0,1.0
3034908,1.0,1.0,1.0,1.0
3034909,1.0,1.0,1.0,1.0
3034914,1.0,1.0,1.0,1.0
3034915,1.0,1.0,1.0,1.0
3034916,1.0,1.0,1.0,1.0
3034917,1.0,1.0,1.0,1.0
3034920,1.0,1.0,1.0,1.0
3034921,1.0,1.0,1.0,1.0
3034922,1.0,1.0,1.0,1.0
3034923,1.0,1.0,1.0,1.0
3034925,1.0,1.0,1.0,1.0
3034926,1.0,1.0,1.0,1.0
3034927,1.0,1.0,1.0,1.0
3034929,1.0,1.0,1.0,1.0
3034932,1.0,1.0,1.0,1.0
